SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.l115", "149", "1", 0, 6,  1, 92, 2.4017771, 0, 0, 1.0374856, 0.12192, 1.0249504, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l115", "149", "1", 192, 6,  1, 92, 2.4017771, 0, 0, 1.0374915, 0.12192, 1.0350514, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l115", "149", "1", 384, 6,  1, 92, 2.4017771, 0, 0, 1.0374901, 0.12192, 1.0285921, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "1.1.2.3", "7.1.2.3", 576, 6,  1, 87, 2.4017771, 0.12192, 0.12192, 1.0249504, 0.21336, 1.0156132, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "1.1.2.3", "7.1.2.3", 768, 6,  1, 87, 2.4017771, 0.12192, 0.12192, 1.0350514, 0.21336, 1.0333234, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "1.1.2.3", "7.1.2.3", 960, 6,  1, 87, 2.4017771, 0.12192, 0.12192, 1.0285921, 0.21336, 1.0228689, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l7", "7.1.2.3", "8.1.2.3", 1152, 6,  0, 86, 2.4017771, 0.21336, 0.21336, 1.0156132, 0.27432, 1.0095554, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l7", "7.1.2.3", "8.1.2.3", 1344, 6,  0, 86, 2.4017771, 0.21336, 0.21336, 1.0333234, 0.27432, 1.0321088, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l7", "7.1.2.3", "8.1.2.3", 1536, 6,  0, 86, 2.4017771, 0.21336, 0.21336, 1.0228689, 0.27432, 1.0190762, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l10", "8.1.2.3", "13.1.2.3", 1728, 6,  0, 82, 2.4017771, 0.27432, 0.27432, 1.0095554, 0.36576, 1.0015348, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l10", "8.1.2.3", "13.1.2.3", 1920, 6,  0, 82, 2.4017771, 0.27432, 0.27432, 1.0321088, 0.36576, 1.0299316, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l10", "8.1.2.3", "13.1.2.3", 2112, 6,  0, 82, 2.4017771, 0.27432, 0.27432, 1.0190762, 0.36576, 1.0134014, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.sw2", "13", "152", 2304, 6,  0, 53, 2.4017771, 0.36576, 0.36576, 1.0015348, 0.36676, 1.0015347, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.sw2", "13", "152", 2496, 6,  0, 53, 2.4017771, 0.36576, 0.36576, 1.0299316, 0.36676, 1.0299315, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.sw2", "13", "152", 2688, 6,  0, 53, 2.4017771, 0.36576, 0.36576, 1.0134014, 0.36676, 1.0134013, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l116", "152.1.2.3", "52.1.2.3", 2880, 6,  1, 53, 2.4017771, 0.36676, 0.36676, 1.0015347, 0.48868, 0.99550339, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l116", "152.1.2.3", "52.1.2.3", 3072, 6,  1, 53, 2.4017771, 0.36676, 0.36676, 1.0299315, 0.48868, 1.0286876, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l116", "152.1.2.3", "52.1.2.3", 3264, 6,  1, 53, 2.4017771, 0.36676, 0.36676, 1.0134013, 0.48868, 1.0101491, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l52", "52.1.2.3", "53.1.2.3", 3456, 6,  1, 52, 2.4017771, 0.48868, 0.48868, 0.99550339, 0.54964, 0.99276635, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l52", "52.1.2.3", "53.1.2.3", 3648, 6,  1, 52, 2.4017771, 0.48868, 0.48868, 1.0286876, 0.54964, 1.0279228, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l52", "52.1.2.3", "53.1.2.3", 3840, 6,  1, 52, 2.4017771, 0.48868, 0.48868, 1.0101491, 0.54964, 1.0085532, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l53", "53.1.2.3", "54.1.2.3", 4032, 6,  0, 51, 2.4017771, 0.54964, 0.54964, 0.99276635, 0.58774, 0.99122512, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l53", "53.1.2.3", "54.1.2.3", 4224, 6,  0, 51, 2.4017771, 0.54964, 0.54964, 1.0279228, 0.58774, 1.0273532, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l53", "53.1.2.3", "54.1.2.3", 4416, 6,  0, 51, 2.4017771, 0.54964, 0.54964, 1.0085532, 0.58774, 1.0075729, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.sw8", "54.1", "94_open.1", 4608, 2,  0, 0, 2.4017771, 0.58774, 0.58774, 0.99122512, 0.58874, 0.99122512, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l55", "54.1.2.3", "57.1.2.3", 4672, 6,  0, 49, 2.4017771, 0.58774, 0.58774, 0.99122512, 0.69442, 0.98806054, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l55", "54.1.2.3", "57.1.2.3", 4864, 6,  0, 49, 2.4017771, 0.58774, 0.58774, 1.0273532, 0.69442, 1.0245418, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l55", "54.1.2.3", "57.1.2.3", 5056, 6,  0, 49, 2.4017771, 0.58774, 0.58774, 1.0075729, 0.69442, 1.004981, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l58", "57.1.2.3", "60.1.2.3", 5248, 6,  1, 47, 2.4017771, 0.69442, 0.69442, 0.98806054, 0.92302, 0.98147879, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l58", "57.1.2.3", "60.1.2.3", 5440, 6,  1, 47, 2.4017771, 0.69442, 0.69442, 1.0245418, 0.92302, 1.0195262, 255, 2, 0, 0, 0, 0, 16, 1
